score,NumberOfInstances,NumberOfFeatures,NumberOfClasses,PercentageOfNumericAtts,PercentageOfNominalAtts,PercentageOfBinaryAtts,PercentageOfMissingValues,ClassEntropy,MeanMutualInformation,MeanAttributeEntropy,MeanSkewnessOfNumericAtts,MeanKurtosisOfNumericAtts,MeanStdDevOfNumericAtts,NumberOfInstancesWithMissingValues,Dimensionality,EquivalentNumberOfAtts,IncompleteInstanceCount,MajorityClassSize,MinorityClassSize,MaxNominalAttDistinctValues,MeanNominalAttDistinctValues,MeanMeansOfNumericAtts,NegativePercentage,PositivePercentage,NoiseToSignalRatio
0.709360000000000,406,9,3,0.6666666666666666,0.2222222222222222,0.0,0.0038314176245210726,1.3279423646128548,0.8576907141747905,4.851066769518661,0.4879134284948881,-0.42096738981894627,167.51060771271818,14,0.022167487684729065,1.5482764855283613,14.0,254,73,312.0,158.5,565.7052182195873,0.625615763546798,0.17980295566502463,4.65596279561685
0.703262500000000,5456,25,4,0.96,0.0,0.0,0.0,1.714632742265977,-1.0,-1.0,1.5216996254758939,2.364569246102614,1.2512399704111534,0,0.004582111436950147,-1.0,0.0,2205,328,-1.0,-1.0,2.0457923463465293,0.4041422287390029,0.060117302052785926,-1.0
0.972162000000000,10992,17,2,0.9411764705882353,0.0,0.0,0.0,0.48178366626957275,-1.0,-1.0,-0.03918895037319292,-0.5015881682229445,29.7742382373347,0,0.0015465793304221252,-1.0,0.0,9848,1144,-1.0,-1.0,50.711045533115,0.895924308588064,0.10407569141193596,-1.0
0.833747000000000,403,38,2,0.9736842105263158,0.0,0.0,0.0,0.39124356362925566,-1.0,-1.0,2.5067958012695275,11.456463891147108,556.7656238748066,0,0.09429280397022333,-1.0,0.0,372,31,-1.0,-1.0,251.88784186171262,0.9230769230769231,0.07692307692307693,-1.0
0.733333000000000,15,7,2,0.0,0.8571428571428571,0.5714285714285714,0.24761904761904763,0.35335933502142136,0.04944905659369653,0.9889469000438011,0.0,0.0,0.0,9,0.4666666666666667,7.1459267246458555,9.0,14,1,4.0,2.6666666666666665,0.0,0.9333333333333333,0.06666666666666667,18.999307735425358
0.550000000000000,320,9,2,0.7777777777777778,0.1111111111111111,0.0,0.0,0.9193339803466554,0.001838739619955846,-1.0,3.381220886895702,28.643044855624403,0.8689477715847005,0,0.028125,499.98051402663066,0.0,213,107,4.0,4.0,1.0120535714285714,0.665625,0.334375,-544.8507927642378
0.712644000000000,87,4,2,0.5,0.25,0.25,0.0,0.9722794620968821,-1.0,-1.0,1.4209661497131434,3.7097144598613463,47.37839066484019,0,0.04597701149425287,-1.0,0.0,52,35,2.0,2.0,76.41264367816092,0.5977011494252874,0.40229885057471265,-1.0
0.844737000000000,380,3,2,0.6666666666666666,0.0,0.0,0.0,0.9995003941817588,-1.0,-1.0,0.04562237813742627,-0.9158852499097736,2.084790874075602,0,0.007894736842105263,-1.0,0.0,195,185,-1.0,-1.0,46.17631578947368,0.5131578947368421,0.4868421052631579,-1.0
0.909119000000000,1623,4,5,0.75,0.0,0.0,0.0,0.6339150791458085,-1.0,-1.0,0.5427395710032772,-0.011205445540268588,194.8813829397792,0,0.0024645717806531116,-1.0,0.0,1471,29,-1.0,-1.0,335.8156204651879,0.9063462723351817,0.017868145409735057,-1.0
0.636364000000000,36,23,3,0.9130434782608695,0.043478260869565216,0.0,0.0,1.584962500721156,0.7864075722201482,1.9910760598382224,0.45585183439810995,-0.062609501827864,71.35212973397388,0,0.6388888888888888,2.015446642059366,0.0,12,12,4.0,4.0,211.37171957671958,0.3333333333333333,0.3333333333333333,1.5318627772328182
0.680000000000000,100,11,2,0.9090909090909091,0.0,0.0,0.0,0.9974015885677396,-1.0,-1.0,0.16051091512670806,-0.8200092262933476,1.0000000145340315,0,0.11,-1.0,0.0,53,47,-1.0,-1.0,-0.000000004000000,0.53,0.47,-1.0
0.652000000000000,1000,6,2,0.8333333333333334,0.0,0.0,0.0,0.9885173903891564,-1.0,-1.0,0.379145356694592,-0.40196811629406304,1.0000000300225595,0,0.006,-1.0,0.0,563,437,-1.0,-1.0,0.000000002000000,0.563,0.437,-1.0
0.778050000000000,918,3013,10,0.9996681048788583,0.0,0.0,0.0,3.2364111010502583,-1.0,-1.0,14.423859098504474,258.80216097548794,0.21984199338244897,0,3.2821350762527235,-1.0,0.0,149,59,-1.0,-1.0,0.030694939920781778,0.16230936819172112,0.06427015250544663,-1.0
0.645874000000000,8192,33,2,0.9696969696969697,0.0,0.0,0.0,0.9999559719934967,-1.0,-1.0,-0.0026866426032171884,-1.1970707619749392,7.586923543998418,0,0.0040283203125,-1.0,0.0,4128,4064,-1.0,-1.0,0.6606090161552425,0.50390625,0.49609375,-1.0
0.725664000000000,226,70,24,0.0,0.9857142857142858,0.8714285714285714,0.020037926675094818,3.421946787728172,0.1375897417812837,0.31811537167833587,0.0,0.0,0.0,222,0.30973451327433627,24.87065346170785,222.0,57,1,6.0,2.2318840579710146,0.0,0.252212389380531,0.004424778761061947,1.3120573347976807
0.441217000000000,10936,28,3,0.8571428571428571,0.10714285714285714,0.10714285714285714,0.0,1.5662478253027112,0.019559041635648994,0.8138748328095179,3.0675825339819887,23.591230453721774,303.3383460117556,0,0.002560351133869788,80.07794320801553,0.0,4262,2870,2.0,2.0,349.4521427822483,0.3897220190197513,0.26243599122165323,40.61118156863683
0.593407000000000,364,33,2,0.0,0.9696969696969697,0.0,0.00666000666000666,0.899904978265852,0.008428640857819445,1.9022704843820535,0.0,0.0,0.0,36,0.09065934065934066,106.76750776858518,36.0,249,115,5.0,4.9375,0.0,0.6840659340659341,0.3159340659340659,224.69124921454844
0.940394000000000,1728,7,2,0.0,0.8571428571428571,0.0,0.0,0.8810077539356893,0.08758095330423361,1.792481250360578,0.0,0.0,0.0,0,0.004050925925925926,10.059353326234026,0.0,1210,518,4.0,3.5,0.0,0.7002314814814815,0.29976851851851855,19.46656473507386
0.964912000000000,57,17,2,0.47058823529411764,0.47058823529411764,0.17647058823529413,0.3364293085655315,0.9348490242345945,0.10064816146095441,1.0383925362945712,0.24141484412908282,1.5376571233683554,2.235509704469369,56,0.2982456140350877,9.288287144691273,56.0,37,20,3.0,2.625,9.412290709168722,0.6491228070175439,0.3508771929824561,9.317054193756004
0.863739000000000,74,63,4,0.9841269841269841,0.0,0.0,0.0,1.2358298841158204,-1.0,-1.0,1.6998486719593127,12.209775993506456,309.3697007723755,0,0.8513513513513513,-1.0,0.0,54,3,-1.0,-1.0,54.721147992371414,0.7297297297297297,0.04054054054054054,-1.0
0.986842000000000,228,10,2,0.9,0.0,0.0,0.008771929824561403,0.9995003941817588,-1.0,-1.0,0.3576533993845841,0.17920207307406322,48.46996967558161,5,0.043859649122807015,-1.0,5.0,117,111,-1.0,-1.0,84.18799333910262,0.5131578947368421,0.4868421052631579,-1.0
0.970326000000000,337,10937,2,0.9999085672487885,0.0,0.0,0.0,0.7753638464017232,-1.0,-1.0,3.0056408430485226,23.14064125302933,1822.4294681450735,0,32.454005934718104,-1.0,0.0,260,77,-1.0,-1.0,3340.699245054562,0.771513353115727,0.228486646884273,-1.0
0.517017500000000,285,8,7,0.375,0.5,0.125,0.011842105263157895,2.4752634089440466,0.48211173517895345,2.601224878946244,-0.07478737241029121,-1.1439178618117214,7.081738683385237,18,0.028070175438596492,5.134211072512603,18.0,118,21,95.0,25.75,27.334509028713217,0.41403508771929826,0.07368421052631578,4.395481356579515
0.776923000000000,130,10,2,0.6,0.3,0.3,0.07461538461538461,0.9998292601233936,0.18647314487525482,0.7570219798694007,0.7806544747163949,1.3741500406374636,3.6968317864787275,69,0.07692307692307693,5.361786871735609,69.0,66,64,2.0,2.0,15.968192497071685,0.5076923076923077,0.49230769230769234,3.0596836631667617
0.341463000000000,123,13,5,0.9230769230769231,0.0,0.0,0.0,1.9758920795074686,-1.0,-1.0,0.1482226770543563,2.770234181941376,4.337070221234288,0,0.10569105691056911,-1.0,0.0,48,5,-1.0,-1.0,11.197154471544716,0.3902439024390244,0.04065040650406504,-1.0
0.844171000000000,4229,1618,2,0.9993819530284301,0.0,0.0,0.0,0.219991095221991,-1.0,-1.0,4.958348993181059,33.99247234992012,0.23065438860279416,0,0.3825963584771814,-1.0,0.0,4080,149,-1.0,-1.0,0.09081359924179896,0.9647670844171199,0.035232915582880116,-1.0
0.957656000000000,8124,23,2,0.0,0.9565217391304348,0.17391304347826086,0.013272536552993814,0.9990678968724604,0.19825475850613933,-1.0,0.0,0.0,0.0,2480,0.002831117676021664,5.0393135801657065,2480.0,4208,3916,12.0,5.681818181818182,0.0,0.517971442639094,0.48202855736090594,-6.0440151224366865
0.992509000000000,267,10937,2,0.9999085672487885,0.0,0.0,0.0,0.8243633538094401,-1.0,-1.0,3.0108069339361268,21.957841279197126,2149.585718744463,0,40.9625468164794,-1.0,0.0,198,69,-1.0,-1.0,3448.026098765981,0.7415730337078652,0.25842696629213485,-1.0
0.851678000000000,745,37,2,0.972972972972973,0.0,0.0,0.0,0.14965234937054783,-1.0,-1.0,8.323936626905143,132.77517054633674,1538.1102218629267,0,0.049664429530201344,-1.0,0.0,729,16,-1.0,-1.0,394.7182953020133,0.978523489932886,0.021476510067114093,-1.0
0.878889000000000,90,9,2,0.8888888888888888,0.0,0.0,0.0,0.9996437496778561,-1.0,-1.0,0.013730339088116324,1.2237647315219924,8.566508152942282,0,0.1,-1.0,0.0,46,44,-1.0,-1.0,20.173948239099968,0.5111111111111111,0.4888888888888889,-1.0
0.753964000000000,3204,13196,6,,,,,,,,,,,0,,,,943,273,,,,,,
0.736724000000000,3107,7,2,0.8571428571428571,0.0,0.0,0.0,0.9999532967890263,-1.0,-1.0,0.03344908396843799,1.9523936351855606,1912616.011722741,0,0.002252977148374638,-1.0,0.0,1566,1541,-1.0,-1.0,-15273134.720528873000000,0.5040231734792404,0.4959768265207596,-1.0
0.937107000000000,159,16,2,0.875,0.0625,0.0,0.0,0.9244571409964927,0.1948612106889242,-1.0,0.6570575077413372,0.9643414056809755,77.31729349451625,0,0.10062893081761007,4.744182475968976,0.0,105,54,7.0,7.0,598.3325786163522,0.660377358490566,0.33962264150943394,-6.131857676879555
0.900000000000000,100,4,2,0.0,0.75,0.25,0.0,0.7014714598838974,0.1548126896532909,2.214618729924908,0.0,0.0,0.0,0,0.04,4.5310979445862625,0.0,81,19,10.0,5.666666666666667,0.0,0.81,0.19,13.305149887161274
0.753000000000000,1000,21,2,0.3333333333333333,0.6190476190476191,0.09523809523809523,0.0,0.8812908992306927,0.020216323059056022,-1.0,0.9185383674654684,0.9097549289053679,407.0476188282119,0,0.021,43.59303601630531,0.0,700,300,11.0,4.3076923076923075,476.5838571428571,0.7,0.3,-50.46497921896059
0.538750000000000,1600,65,100,0.9846153846153847,0.0,0.0,0.0,6.6438561897747395,-1.0,-1.0,1.3891977509561864,3.7834908446653,0.000292199774717,0,0.040625,-1.0,0.0,16,16,-1.0,-1.0,0.000604693281250,0.01,0.01,-1.0
